project_id,institution_name,institution_type,project_domain,team_size,avg_team_experience,innovation_score,funding_amount_usd,mentorship_support,incubation_support,market_readiness_level,competition_awards,business_model_score,technology_maturity,year,success_label
P1292,Institution_26,Non-technical,GreenTech,7,3.03,0.47,40320.14,1,1,1,3,0.37,2,2023,0
P1293,Institution_23,Non-technical,HealthTech,6,1.24,0.69,37097.61,1,0,3,3,0.85,4,2022,1
P1294,Institution_39,Public,EdTech,2,0.87,0.86,15568.57,1,1,2,3,0.4,2,2022,1
P1295,Institution_15,Public,GreenTech,2,2.91,0.3,3869.57,0,1,4,2,0.54,3,2020,0
P1296,Institution_4,Public,HealthTech,2,1.05,0.74,7985.26,1,1,4,2,0.72,2,2019,1
P1297,Institution_29,Non-technical,AgriTech,6,3.26,0.72,42076.41,1,1,5,4,0.33,5,2019,1
P1298,Institution_22,Public,FinTech,3,1.59,0.52,36829.48,0,1,4,2,0.79,1,2023,0
P1299,Institution_25,Non-technical,FinTech,2,1.64,0.62,33552.41,0,0,5,1,0.75,3,2020,0
P1300,Institution_13,Public,AgriTech,7,0.54,0.47,7401.79,0,0,5,4,0.63,4,2020,0
P1301,Institution_18,Public,EdTech,5,2.95,0.85,32356.6,0,1,3,2,0.65,2,2022,1
P1302,Institution_33,Private,GreenTech,6,0.9,0.74,38835.46,1,0,1,3,0.28,3,2020,0
P1303,Institution_16,Technical,FinTech,7,3.21,0.67,43169.49,0,1,4,2,0.55,5,2021,1
P1304,Institution_2,Non-technical,AgriTech,4,2.22,0.57,1648.33,0,1,1,0,0.27,2,2023,0
P1305,Institution_35,Private,AgriTech,4,3.24,0.5,34539.28,0,1,1,4,0.45,4,2021,0
P1306,Institution_34,Public,EdTech,5,2.54,0.88,1935.79,0,0,1,2,0.92,4,2019,0
P1307,Institution_30,Non-technical,EdTech,3,0.79,0.62,35636.77,0,1,5,2,0.66,2,2022,1
P1308,Institution_13,Public,HealthTech,2,3.18,0.65,32145.45,0,0,1,1,0.79,5,2021,0
P1309,Institution_13,Technical,FinTech,6,0.74,0.66,8269.05,1,1,4,3,0.66,1,2023,0
P1310,Institution_18,Private,HealthTech,7,2.18,0.61,38539.97,1,1,5,3,0.36,1,2021,1
P1311,Institution_32,Technical,AgriTech,2,1.1,0.48,4349.03,1,0,4,1,0.68,4,2021,0
P1312,Institution_32,Private,GreenTech,7,3.13,0.38,41493.54,0,1,5,1,0.8,5,2020,1
P1313,Institution_35,Public,GreenTech,6,3.69,0.37,13834.53,0,0,2,0,0.31,4,2022,0
P1314,Institution_39,Technical,EdTech,4,2.44,0.83,34753.74,1,1,2,4,0.85,1,2019,1
P1315,Institution_29,Technical,GreenTech,2,2.35,0.46,46260.78,1,1,2,3,0.64,4,2023,1
P1316,Institution_29,Public,GreenTech,5,3.17,0.34,17651.52,1,1,2,1,0.2,2,2023,0
P1317,Institution_16,Technical,GreenTech,3,0.52,0.86,25641.81,1,0,5,1,0.62,2,2019,1
P1318,Institution_10,Non-technical,AgriTech,5,3.71,0.41,23692.78,0,1,1,4,0.52,5,2023,0
P1319,Institution_30,Private,GreenTech,3,1.19,0.74,8722.96,1,0,3,1,0.44,1,2020,0
P1320,Institution_25,Private,GreenTech,7,3.94,0.54,29925.29,0,1,3,0,0.82,5,2021,1
P1321,Institution_39,Private,GreenTech,2,3.08,0.39,37407.09,0,1,2,4,0.92,5,2020,1
P1322,Institution_20,Non-technical,HealthTech,2,3.21,0.59,45926.87,0,0,1,0,0.81,1,2020,0
P1323,Institution_5,Private,AgriTech,3,2.8,0.31,42689.33,1,1,4,2,0.88,3,2020,1
P1324,Institution_1,Public,EdTech,4,2.15,0.89,25990.95,1,1,1,3,0.93,3,2019,1
P1325,Institution_30,Technical,HealthTech,6,2.5,0.66,36231.84,1,0,4,1,0.93,4,2022,1
P1326,Institution_3,Non-technical,FinTech,5,0.66,0.4,40238.39,0,0,3,4,0.29,3,2019,0
P1327,Institution_14,Private,AgriTech,7,2.68,0.47,25180.95,0,0,1,0,0.57,2,2019,0
P1328,Institution_30,Public,AgriTech,5,2.69,0.61,6655.95,1,1,1,3,0.2,5,2020,0
P1329,Institution_4,Technical,FinTech,5,3.62,0.43,22458.61,0,0,3,3,0.61,4,2022,0
P1330,Institution_18,Technical,FinTech,7,2.27,0.49,42281.42,1,0,1,1,0.94,5,2019,1
P1331,Institution_37,Non-technical,FinTech,7,0.77,0.67,30235.43,0,1,4,3,0.36,1,2022,0
P1332,Institution_25,Non-technical,EdTech,2,1.57,0.88,36498.46,0,0,1,1,0.71,3,2020,0
P1333,Institution_1,Non-technical,GreenTech,5,2.79,0.58,10078.13,0,0,4,2,0.72,1,2019,0
P1334,Institution_15,Public,AgriTech,6,1.34,0.8,48252.55,0,1,2,1,0.33,4,2022,1
P1335,Institution_9,Public,GreenTech,6,1.48,0.91,20799.95,0,0,1,0,0.39,2,2023,0
P1336,Institution_15,Non-technical,GreenTech,3,3.37,0.45,33028.14,0,1,4,3,0.57,3,2019,0
P1337,Institution_24,Private,FinTech,7,2.55,0.87,1924.74,0,0,3,3,0.35,1,2019,0
P1338,Institution_4,Technical,EdTech,2,2.28,0.83,7238.64,1,0,2,3,0.67,3,2019,0
P1339,Institution_12,Technical,HealthTech,6,1.61,0.55,39319.68,0,1,1,1,0.59,5,2022,1
P1340,Institution_37,Public,EdTech,4,3.06,0.99,48430.5,0,0,4,4,0.62,2,2021,1
P1341,Institution_37,Technical,GreenTech,2,1.51,0.48,16682.71,1,1,1,1,0.31,3,2019,0
P1342,Institution_6,Private,EdTech,2,3.08,0.48,2821.86,1,0,4,0,0.61,2,2023,0
P1343,Institution_39,Technical,FinTech,6,0.75,0.84,18682.46,1,0,1,1,0.24,5,2023,0
P1344,Institution_24,Public,HealthTech,4,3.53,0.6,1855.94,1,1,2,3,0.91,5,2020,1
P1345,Institution_11,Public,FinTech,3,2.25,0.53,10426.28,0,1,2,2,0.47,1,2021,0
P1346,Institution_13,Private,HealthTech,6,2.03,0.43,37871.13,0,0,1,0,0.89,4,2021,0
P1347,Institution_34,Private,GreenTech,4,2.64,0.84,46917.33,1,0,1,2,0.76,1,2022,1
P1348,Institution_25,Technical,HealthTech,2,2.68,0.85,5285.01,0,0,5,0,0.81,2,2020,0
P1349,Institution_7,Technical,HealthTech,4,0.96,0.7,28337.14,1,1,1,0,0.45,1,2022,0
P1350,Institution_4,Public,HealthTech,2,3.15,0.97,13440.16,0,1,1,3,0.38,3,2020,0
P1351,Institution_8,Private,EdTech,6,1.47,0.52,7813.9,0,0,2,1,0.53,1,2021,0
P1352,Institution_20,Private,EdTech,7,3.67,0.45,11730.03,0,0,1,3,0.22,4,2022,0
P1353,Institution_29,Private,GreenTech,6,3.36,0.77,29310.39,0,0,3,3,0.94,4,2020,0
P1354,Institution_10,Technical,HealthTech,5,1.71,0.83,4191.59,0,1,1,3,0.51,2,2021,0
P1355,Institution_34,Private,AgriTech,5,3.33,0.46,22276.71,1,0,5,2,0.99,5,2021,1
P1356,Institution_26,Public,GreenTech,5,1.75,0.35,7626.16,0,1,4,0,0.81,4,2019,0
P1357,Institution_3,Public,HealthTech,6,0.85,0.87,14361.18,0,1,2,4,0.26,2,2022,0
P1358,Institution_6,Technical,HealthTech,3,3.87,0.98,10346.96,0,0,3,1,0.73,4,2019,0
P1359,Institution_5,Non-technical,EdTech,6,2.78,0.75,44265.8,0,1,4,3,0.42,4,2021,1
P1360,Institution_5,Technical,GreenTech,7,2.1,0.49,35692.56,0,1,3,0,0.39,5,2022,0
P1361,Institution_23,Non-technical,HealthTech,4,1.89,1.0,43554.67,1,0,2,1,0.41,3,2022,1
P1362,Institution_9,Private,HealthTech,6,1.64,0.93,19789.68,0,0,5,4,0.93,2,2023,0
P1363,Institution_35,Technical,GreenTech,6,3.94,0.66,16357.25,1,0,2,4,0.6,4,2020,0
P1364,Institution_20,Public,AgriTech,2,0.97,0.88,19648.77,0,0,3,3,0.74,4,2023,0
P1365,Institution_35,Private,GreenTech,2,1.6,0.87,1908.86,0,0,3,4,0.42,1,2023,0
P1366,Institution_18,Public,GreenTech,2,2.2,0.95,36510.51,1,0,2,4,0.62,3,2021,1
P1367,Institution_17,Private,AgriTech,6,2.17,0.89,18138.85,0,0,1,1,0.48,5,2020,0
P1368,Institution_24,Technical,GreenTech,3,2.15,0.75,16352.87,0,1,2,1,0.46,2,2023,0
P1369,Institution_3,Non-technical,HealthTech,4,1.12,0.73,30308.91,1,0,5,3,0.4,4,2023,1
P1370,Institution_32,Private,GreenTech,4,1.01,0.63,22376.25,0,0,2,0,0.53,2,2022,0
P1371,Institution_35,Non-technical,AgriTech,7,1.39,0.74,49061.33,1,0,4,3,0.73,5,2021,1
P1372,Institution_38,Private,FinTech,3,3.7,0.86,18456.4,1,0,1,2,0.38,3,2023,0
P1373,Institution_13,Public,GreenTech,3,0.9,0.98,31080.9,1,0,4,4,0.97,1,2020,1
P1374,Institution_25,Public,EdTech,4,3.15,0.63,16270.9,0,0,2,0,0.3,3,2019,0
P1375,Institution_9,Private,HealthTech,5,3.15,0.7,49539.15,0,1,1,1,0.58,1,2019,1
P1376,Institution_4,Non-technical,HealthTech,2,3.33,0.61,22810.44,1,0,4,2,0.27,2,2021,0
P1377,Institution_14,Technical,EdTech,2,3.6,0.77,32072.31,0,1,4,2,0.22,3,2019,0
P1378,Institution_37,Technical,EdTech,4,1.42,0.74,7209.36,1,0,1,4,0.94,3,2022,0
P1379,Institution_34,Public,GreenTech,3,1.29,0.31,36918.19,0,1,1,1,0.85,3,2022,0
P1380,Institution_11,Technical,EdTech,7,2.13,0.68,14191.29,1,1,3,0,0.76,5,2020,1
P1381,Institution_3,Public,FinTech,5,1.43,0.36,22982.05,0,1,1,1,0.89,2,2021,0
P1382,Institution_28,Technical,AgriTech,4,3.07,0.32,44273.52,1,0,2,4,0.84,1,2021,0
P1383,Institution_29,Private,EdTech,2,2.73,0.85,48557.07,0,0,5,2,0.72,3,2019,1
P1384,Institution_9,Public,EdTech,6,3.56,0.48,21804.03,1,0,3,4,0.88,2,2023,0
P1385,Institution_3,Public,FinTech,3,0.79,0.54,41905.33,0,0,1,3,0.51,5,2023,0
P1386,Institution_25,Private,HealthTech,6,3.7,0.34,3614.1,1,0,5,2,0.64,5,2023,0
P1387,Institution_34,Public,HealthTech,7,1.53,0.43,42531.13,0,0,3,4,0.82,2,2020,0
P1388,Institution_12,Technical,GreenTech,4,2.22,0.84,31846.01,0,1,2,0,0.27,1,2021,0
P1389,Institution_9,Technical,FinTech,2,2.04,0.65,24946.6,1,1,5,0,0.89,2,2019,1
P1390,Institution_15,Public,AgriTech,5,3.16,0.92,44608.22,0,1,1,0,0.33,2,2020,1
P1391,Institution_40,Technical,AgriTech,6,1.97,0.58,42421.52,0,0,1,3,0.89,4,2022,0
P1392,Institution_25,Non-technical,FinTech,5,3.8,0.49,15550.31,0,0,2,1,0.45,5,2022,0
P1393,Institution_5,Public,AgriTech,7,3.66,0.54,39782.93,0,1,3,0,0.46,1,2022,0
P1394,Institution_11,Private,HealthTech,2,3.55,0.8,5875.06,1,0,5,3,0.26,4,2021,0
P1395,Institution_34,Non-technical,AgriTech,6,0.75,0.69,41315.43,0,0,2,0,0.91,2,2022,0
P1396,Institution_24,Public,AgriTech,7,3.49,0.93,34097.33,0,0,3,3,0.34,5,2023,0
P1397,Institution_15,Private,FinTech,5,3.24,0.72,5305.45,1,1,4,0,0.7,4,2022,1
P1398,Institution_38,Technical,FinTech,5,0.86,0.65,34470.93,0,1,4,1,0.72,4,2020,1
P1399,Institution_8,Private,AgriTech,6,0.88,0.85,29445.44,1,0,3,4,0.42,1,2022,0
P1400,Institution_5,Non-technical,EdTech,2,0.85,0.96,30132.95,0,1,1,0,0.99,2,2023,1
P1401,Institution_26,Technical,FinTech,5,0.54,0.55,15252.33,1,1,1,4,0.25,1,2022,0
P1402,Institution_18,Public,GreenTech,4,2.42,0.47,14058.36,0,0,4,0,0.69,4,2019,0
P1403,Institution_6,Technical,GreenTech,7,3.91,0.73,38364.22,1,0,1,1,0.58,4,2023,1
P1404,Institution_37,Public,HealthTech,6,2.04,0.65,13583.86,1,1,1,4,0.4,1,2021,0
P1405,Institution_13,Public,AgriTech,3,2.39,0.99,22866.85,1,1,3,3,0.33,4,2022,1
P1406,Institution_28,Private,EdTech,3,3.89,0.62,35044.66,0,0,3,0,0.79,3,2020,0
P1407,Institution_5,Private,HealthTech,2,1.39,0.35,4901.2,1,0,1,0,0.93,5,2022,0
P1408,Institution_13,Private,AgriTech,4,3.5,0.98,30132.87,0,0,3,3,0.29,2,2020,0
P1409,Institution_17,Non-technical,FinTech,5,2.41,0.89,29879.44,1,1,5,1,0.36,5,2019,1
P1410,Institution_40,Non-technical,GreenTech,3,2.49,0.42,34527.21,1,1,4,2,0.99,2,2021,1
P1411,Institution_32,Private,EdTech,2,1.7,0.93,19126.48,1,0,5,0,0.21,4,2023,1
P1412,Institution_29,Non-technical,GreenTech,7,2.47,0.54,23000.01,0,0,5,3,0.61,1,2023,0
P1413,Institution_3,Technical,FinTech,4,0.76,0.56,17168.5,0,0,1,2,0.61,1,2021,0
P1414,Institution_40,Technical,AgriTech,4,3.18,0.93,40600.24,1,0,1,0,0.41,4,2019,1
P1415,Institution_34,Non-technical,FinTech,2,1.5,0.67,7399.93,1,1,5,4,0.73,2,2019,1
P1416,Institution_40,Non-technical,FinTech,2,3.61,0.4,48184.74,1,0,5,3,0.96,4,2022,1
P1417,Institution_27,Technical,GreenTech,5,1.79,0.56,32106.97,1,0,2,4,0.56,2,2019,0
P1418,Institution_13,Public,EdTech,2,1.0,0.81,44458.43,1,1,2,1,0.8,4,2022,1
P1419,Institution_33,Technical,FinTech,5,2.94,0.42,21885.34,1,0,4,2,0.72,4,2020,0
P1420,Institution_6,Technical,GreenTech,5,1.08,0.71,17281.67,1,1,5,3,0.58,4,2021,1
P1421,Institution_24,Non-technical,EdTech,6,3.14,0.79,45135.56,1,1,3,0,0.24,1,2020,1
P1422,Institution_19,Technical,AgriTech,4,3.89,0.54,5844.78,0,1,2,0,0.79,2,2020,0
P1423,Institution_16,Non-technical,AgriTech,7,3.23,0.79,6738.25,1,0,1,2,0.49,4,2020,0
P1424,Institution_40,Non-technical,HealthTech,4,0.58,0.92,15667.99,0,1,5,4,0.38,5,2020,1
P1425,Institution_28,Private,GreenTech,4,2.6,0.63,48028.97,1,0,3,4,0.96,5,2023,1
P1426,Institution_33,Technical,EdTech,6,2.93,0.57,32020.36,0,1,3,3,0.82,1,2019,0
P1427,Institution_13,Public,FinTech,5,3.39,0.48,28155.49,0,1,3,3,0.97,3,2021,0
P1428,Institution_25,Private,AgriTech,5,0.7,0.72,35562.46,1,1,1,4,0.4,1,2021,1
P1429,Institution_36,Non-technical,EdTech,2,2.18,0.92,21456.25,0,0,2,3,0.87,3,2020,0
P1430,Institution_27,Non-technical,GreenTech,6,2.37,0.53,38145.6,0,0,3,4,0.69,1,2021,0
P1431,Institution_38,Public,HealthTech,2,1.09,0.58,20268.3,1,1,2,2,0.99,5,2022,1
P1432,Institution_7,Non-technical,AgriTech,6,1.63,0.58,41491.8,1,0,4,3,0.96,4,2021,1
P1433,Institution_5,Technical,EdTech,2,2.04,0.69,14097.46,1,1,1,4,0.98,2,2020,1
P1434,Institution_31,Private,EdTech,3,3.42,0.46,14599.79,0,1,2,3,0.96,4,2021,0
P1435,Institution_23,Non-technical,EdTech,4,3.75,0.88,26596.78,1,1,2,0,0.21,5,2019,1
P1436,Institution_10,Non-technical,GreenTech,4,2.7,0.51,22107.3,0,1,3,0,0.79,2,2020,0
P1437,Institution_32,Public,GreenTech,7,1.88,0.79,32757.68,1,0,3,1,0.42,3,2023,1
P1438,Institution_30,Technical,GreenTech,5,1.39,0.66,18850.25,1,1,1,4,0.76,3,2019,1
P1439,Institution_39,Non-technical,FinTech,7,3.94,0.71,12296.98,0,0,2,1,0.98,5,2021,0
P1440,Institution_31,Public,EdTech,3,3.94,0.43,24020.62,0,1,5,4,0.23,2,2023,0
P1441,Institution_18,Non-technical,AgriTech,7,3.74,0.81,28486.87,0,1,3,3,0.65,4,2019,1
P1442,Institution_36,Public,GreenTech,4,3.25,0.43,7987.4,1,1,3,4,0.79,5,2022,1
P1443,Institution_2,Public,GreenTech,5,1.64,0.38,28279.21,1,1,4,0,0.4,3,2019,1
P1444,Institution_14,Technical,EdTech,3,3.36,0.68,16643.58,1,1,1,3,0.38,5,2023,1
P1445,Institution_13,Non-technical,GreenTech,4,1.93,0.8,20230.14,0,0,2,0,0.25,4,2022,0
P1446,Institution_29,Technical,FinTech,2,1.64,0.34,14686.59,0,0,2,3,0.28,1,2021,0
P1447,Institution_12,Public,FinTech,6,3.11,0.35,46639.11,0,1,2,4,0.73,1,2020,0
P1448,Institution_39,Private,GreenTech,3,0.78,0.86,34483.48,0,0,3,4,0.6,4,2021,0
P1449,Institution_2,Non-technical,EdTech,5,0.67,0.87,13860.56,1,0,1,0,0.22,2,2020,0
P1450,Institution_32,Private,EdTech,7,2.07,0.47,32606.54,0,1,2,2,0.98,5,2020,1
P1451,Institution_13,Non-technical,EdTech,7,2.06,0.73,42580.05,0,1,5,4,0.72,4,2023,1
P1452,Institution_27,Technical,HealthTech,3,3.63,0.61,20679.88,1,1,4,2,0.61,1,2022,1
P1453,Institution_17,Technical,GreenTech,5,0.94,0.74,41667.92,1,1,4,3,0.42,3,2022,1
P1454,Institution_40,Technical,EdTech,3,0.93,0.9,8566.33,0,0,2,2,0.73,4,2019,0
P1455,Institution_31,Technical,FinTech,5,1.02,0.36,41316.29,0,0,3,0,0.49,4,2021,0
P1456,Institution_34,Technical,AgriTech,7,0.6,0.84,27474.42,0,0,4,1,0.76,4,2023,0
P1457,Institution_24,Private,AgriTech,4,0.75,0.65,11925.75,0,0,4,1,0.75,1,2021,0
P1458,Institution_35,Technical,EdTech,2,2.81,0.69,20949.93,0,1,4,0,0.27,1,2019,0
P1459,Institution_6,Public,AgriTech,4,2.01,0.76,49411.66,0,1,4,1,0.93,4,2019,1
P1460,Institution_19,Public,AgriTech,2,3.17,0.95,39394.24,1,1,2,0,0.59,4,2023,1
P1461,Institution_30,Private,HealthTech,7,3.97,0.34,29179.23,1,1,1,4,0.51,2,2019,0
P1462,Institution_7,Non-technical,FinTech,4,2.81,0.32,6643.03,1,0,1,2,0.96,3,2023,0
P1463,Institution_10,Public,FinTech,4,0.68,0.42,21472.77,1,0,3,1,0.55,5,2019,0
P1464,Institution_32,Non-technical,HealthTech,3,0.87,0.99,13889.52,0,1,5,4,0.78,5,2022,1
P1465,Institution_34,Private,HealthTech,6,3.58,0.8,4479.05,0,0,1,1,0.72,5,2023,0
P1466,Institution_28,Non-technical,AgriTech,7,2.35,0.73,27568.02,0,0,5,3,0.33,1,2022,0
P1467,Institution_15,Non-technical,GreenTech,5,3.39,0.33,44570.1,0,1,1,0,0.99,1,2022,0
P1468,Institution_30,Non-technical,AgriTech,7,3.5,0.92,34104.39,1,0,1,0,0.57,2,2023,1
P1469,Institution_37,Non-technical,HealthTech,5,3.75,0.87,13234.34,0,1,3,4,0.52,1,2021,0
P1470,Institution_29,Private,FinTech,5,3.82,0.77,29105.65,0,0,4,3,0.94,4,2020,1
P1471,Institution_22,Public,AgriTech,2,2.44,0.54,47218.48,0,0,3,2,0.62,3,2019,0
P1472,Institution_4,Technical,GreenTech,5,1.69,0.35,36422.84,0,1,1,3,0.76,3,2019,0
P1473,Institution_20,Non-technical,AgriTech,5,3.87,0.71,34784.22,1,1,4,3,0.88,3,2021,1
P1474,Institution_32,Public,EdTech,3,2.42,0.8,48439.75,0,1,4,2,0.39,3,2020,1
P1475,Institution_36,Public,AgriTech,4,0.72,0.37,40144.79,1,0,4,2,0.34,5,2021,0
P1476,Institution_4,Private,HealthTech,7,2.75,0.74,7694.55,0,1,5,3,0.25,5,2020,0
P1477,Institution_27,Public,FinTech,7,2.56,0.5,18034.12,0,0,1,1,0.92,4,2023,0
P1478,Institution_17,Private,FinTech,5,3.64,0.83,48291.89,0,1,2,1,0.36,2,2023,1
P1479,Institution_12,Non-technical,HealthTech,6,2.79,0.68,24995.56,1,0,3,3,0.45,1,2022,0
P1480,Institution_22,Non-technical,EdTech,7,1.72,0.39,6470.23,0,1,5,1,0.43,1,2022,0
P1481,Institution_17,Technical,HealthTech,5,3.88,0.67,23471.64,0,1,3,2,0.44,5,2023,0
P1482,Institution_10,Technical,AgriTech,2,3.31,0.58,35152.67,0,0,2,2,0.73,3,2022,0
P1483,Institution_1,Technical,HealthTech,2,2.71,0.43,49879.86,1,0,4,1,0.96,4,2023,1
P1484,Institution_22,Public,HealthTech,2,1.53,0.89,16871.36,1,1,2,2,0.46,2,2021,1
P1485,Institution_26,Non-technical,EdTech,5,1.81,0.31,26190.26,0,0,3,0,0.53,5,2019,0
P1486,Institution_18,Private,AgriTech,3,2.84,0.52,44104.35,1,1,2,2,0.82,4,2023,1
P1487,Institution_14,Technical,GreenTech,6,0.75,0.31,18408.09,0,0,1,3,0.55,4,2023,0
P1488,Institution_29,Private,GreenTech,5,1.4,0.37,6353.82,0,0,2,4,0.94,5,2023,0
P1489,Institution_12,Private,FinTech,3,3.0,0.51,47497.86,1,1,1,1,0.6,4,2022,1
P1490,Institution_36,Technical,HealthTech,3,2.18,0.34,24933.6,0,1,2,1,0.48,3,2022,0
P1491,Institution_35,Non-technical,FinTech,7,1.91,0.72,25636.4,0,0,1,2,0.98,4,2022,0
P1492,Institution_12,Technical,EdTech,5,1.03,0.36,31438.81,1,0,1,2,0.54,2,2022,0
P1493,Institution_7,Private,GreenTech,5,2.05,0.79,1173.29,1,0,2,4,0.38,4,2021,0
P1494,Institution_29,Technical,HealthTech,3,3.2,0.34,46625.43,1,0,5,4,0.34,1,2023,0
P1495,Institution_11,Private,EdTech,3,1.42,0.34,18711.1,1,1,4,3,1.0,4,2021,1
P1496,Institution_33,Private,EdTech,3,0.52,0.51,20449.66,0,1,4,0,0.8,5,2022,1
P1497,Institution_6,Technical,HealthTech,7,2.84,0.93,9531.35,0,0,4,3,0.53,1,2021,0
P1498,Institution_15,Public,EdTech,5,3.9,0.75,19529.43,0,1,1,1,0.86,5,2023,1
P1499,Institution_32,Technical,HealthTech,3,2.62,0.84,40393.23,0,0,4,2,0.64,2,2023,0
P1500,Institution_11,Public,HealthTech,2,0.92,0.4,40199.59,0,0,1,3,0.45,3,2022,0
P1501,Institution_23,Private,AgriTech,5,1.62,0.88,46854.05,0,0,5,2,0.79,2,2023,1
P1502,Institution_26,Private,FinTech,7,3.54,0.31,20758.24,0,1,2,2,0.8,1,2021,0
P1503,Institution_34,Public,EdTech,2,1.31,0.45,35727.35,0,0,2,3,0.6,3,2020,0
P1504,Institution_34,Private,EdTech,4,2.63,0.73,25854.64,1,1,1,3,0.24,4,2023,1
P1505,Institution_29,Public,AgriTech,5,1.91,0.56,40397.12,0,1,1,4,0.26,1,2021,0
P1506,Institution_4,Public,AgriTech,4,1.23,0.99,35914.56,0,0,5,0,0.83,3,2021,1
P1507,Institution_17,Private,AgriTech,3,3.35,0.32,19027.24,0,1,4,4,0.86,5,2021,0
P1508,Institution_35,Non-technical,GreenTech,7,3.1,1.0,17497.02,0,0,5,0,0.74,3,2023,0
P1509,Institution_13,Public,GreenTech,3,2.82,0.74,13369.68,0,0,2,3,0.87,5,2020,0
P1510,Institution_39,Technical,GreenTech,7,1.33,0.69,29249.27,1,1,2,0,0.78,5,2022,1
P1511,Institution_15,Technical,HealthTech,6,0.84,0.34,48228.3,1,0,4,1,0.92,3,2022,1
P1512,Institution_29,Private,EdTech,3,2.52,0.49,10803.27,1,1,2,4,0.32,2,2023,0
P1513,Institution_29,Non-technical,FinTech,4,2.44,0.95,5667.37,0,1,1,4,0.51,2,2023,0
P1514,Institution_11,Private,HealthTech,7,1.16,0.55,6850.63,0,1,2,4,0.57,5,2019,0
P1515,Institution_32,Non-technical,EdTech,3,0.7,0.76,39371.84,0,0,3,2,0.44,1,2020,0
P1516,Institution_2,Public,EdTech,5,0.78,1.0,18155.14,0,1,4,2,0.78,3,2021,1
P1517,Institution_14,Public,AgriTech,7,3.97,0.48,11993.97,1,0,4,3,0.93,1,2021,0
P1518,Institution_20,Public,AgriTech,7,3.24,0.7,18289.36,1,0,4,3,0.53,2,2022,0
P1519,Institution_22,Public,HealthTech,3,3.73,0.79,32621.21,0,1,3,2,0.95,1,2023,1
P1520,Institution_11,Technical,AgriTech,6,1.18,0.42,27792.57,0,1,5,4,0.61,4,2020,0
P1521,Institution_27,Technical,EdTech,3,3.86,0.4,37435.88,1,0,1,2,0.62,4,2022,0
P1522,Institution_3,Private,AgriTech,4,1.0,0.62,17614.63,1,1,4,0,0.68,2,2020,1
P1523,Institution_17,Non-technical,GreenTech,4,2.28,0.57,23149.4,1,1,2,4,0.41,1,2023,0
P1524,Institution_28,Public,AgriTech,7,3.4,0.8,5996.45,1,1,1,2,0.51,3,2021,0
P1525,Institution_29,Public,EdTech,7,1.72,0.35,4579.87,1,0,2,3,0.64,2,2019,0
P1526,Institution_21,Non-technical,HealthTech,3,1.99,0.98,23650.51,1,1,1,2,0.95,4,2020,1
P1527,Institution_16,Non-technical,FinTech,4,0.95,0.31,15778.23,1,0,1,1,0.71,2,2021,0
P1528,Institution_37,Private,AgriTech,4,0.93,0.72,31027.23,0,0,2,2,0.47,1,2020,0
P1529,Institution_20,Non-technical,EdTech,6,2.67,0.69,3107.11,0,1,2,4,0.21,1,2020,0
P1530,Institution_6,Public,FinTech,5,2.86,0.39,6966.55,1,1,1,2,0.99,1,2020,0
P1531,Institution_19,Public,FinTech,6,3.22,0.41,43394.35,0,0,4,3,0.59,5,2023,0
P1532,Institution_5,Public,GreenTech,2,2.45,0.85,28749.27,1,0,2,0,0.95,1,2022,1
P1533,Institution_3,Public,FinTech,6,2.76,0.92,35890.67,0,1,3,1,0.64,4,2020,1
P1534,Institution_1,Public,EdTech,3,0.55,0.5,42256.63,1,0,3,4,0.68,4,2023,1
P1535,Institution_38,Private,EdTech,5,1.07,0.61,23727.88,0,1,1,3,0.77,5,2019,0
P1536,Institution_15,Public,AgriTech,3,3.95,0.55,38291.96,1,0,5,1,0.46,4,2022,1
P1537,Institution_34,Private,AgriTech,2,0.77,0.35,26704.69,0,1,1,2,0.76,4,2023,0
P1538,Institution_35,Public,AgriTech,5,2.88,0.77,11914.69,0,0,1,1,0.62,2,2019,0
P1539,Institution_25,Technical,FinTech,7,1.12,0.88,17545.15,1,1,4,0,0.74,1,2022,1
P1540,Institution_24,Technical,FinTech,4,3.01,0.51,25027.17,1,1,4,1,0.87,2,2023,1
P1541,Institution_12,Technical,GreenTech,6,2.97,0.99,16527.39,1,0,5,1,0.35,2,2019,1
P1542,Institution_18,Technical,AgriTech,3,1.32,0.35,17440.86,0,1,5,2,0.69,4,2023,0
P1543,Institution_15,Private,HealthTech,2,1.44,0.76,17532.25,0,0,5,2,0.24,3,2019,0
P1544,Institution_16,Private,GreenTech,4,2.79,0.61,7019.16,0,0,5,4,0.28,1,2020,0
P1545,Institution_27,Non-technical,HealthTech,6,1.87,0.61,5147.49,0,0,5,2,0.74,3,2020,0
P1546,Institution_8,Public,FinTech,4,1.18,0.62,3278.31,1,0,1,1,0.26,4,2022,0
P1547,Institution_25,Technical,GreenTech,6,3.06,0.48,6436.86,1,1,1,0,0.68,5,2019,0
P1548,Institution_17,Private,GreenTech,7,1.04,0.8,17841.65,0,0,3,2,0.38,2,2020,0
P1549,Institution_29,Public,EdTech,5,3.49,0.81,30099.72,1,0,3,4,0.44,4,2022,1
P1550,Institution_8,Public,FinTech,4,2.3,0.5,10219.2,1,0,2,4,0.3,4,2021,0
